question,answer,contexts,ground_truth,faithfulness,answer_relevancy,context_precision,context_recall,context_entity_recall,context_relevancy,answer_similarity,answer_correctness,,,,,,,,,
In which kill chain phase is the 'Network Service Scanning' technique used?,<b>The 'Network Service Scanning' technique is used in the 'Reconnaissance' phase of the kill chain.</b>,"['[""The \'Network Service Scanning\' technique is used in the \'Reconnaissance\' phase of the kill chain.""]']",Discovery,1,0.989502849475929,0.9999999999,1,0,1,0.777362065844549,0.194336059159337,,,,,,,,,
What is the kill chain phase for the 'Spearphishing Attachment' technique?,<b>The kill chain phase for the 'Spearphishing Attachment' technique is typically associated with the delivery phase.</b>,"['[""The kill chain phase for the \'Spearphishing Attachment\' technique is typically associated with the delivery phase.""]']",Initial-access,1,0.976947467836957,0.9999999999,0.5,0,1,0.747608306708887,0.186902076677221,,,,,,,,,
Which technique's kill chain phase is 'execution' and uses AutoRun?,<b>The technique associated with the 'execution' phase of the kill chain that uses AutoRun is T1203.</b>,"['[""The technique associated with the \'execution\' phase of the kill chain that uses AutoRun is T1203.""]']",Autorun Image,1,0.96749364849954,0.9999999999,1,0,1,0.785501450909707,0.196375362727426,,,,,,,,,
Name a technique related to 'collection' in the kill chain.,"<b>A technique related to 'collection' in the kill chain is ""Data from Information Repositories.""</b>","['[\'A technique related to \\\'collection\\\' in the kill chain is ""Data from Information Repositories.""\']']",Data Historian Compromise,1,0.933358674859267,0.9999999999,0,0,1,0.765791550477499,0.191447887619374,,,,,,,,,
What is the kill chain phase for the 'Drive-by Compromise' technique?,"<b>The kill chain phase for the 'Drive-by Compromise' technique is the ""Delivery"" phase.</b>","['[\'The kill chain phase for the \\\'Drive-by Compromise\\\' technique is the ""Delivery"" phase.\']']",Initial-access,1,0.993957585761151,0,0.5,0,0.5,0.753967062859912,0.188491765714978,,,,,,,,,
Identify a technique with 'execution' as its kill chain phase.,"<b>A technique with 'execution' as its kill chain phase is ""Command and Scripting Interpreter.""</b>","['[\'A technique with \\\'execution\\\' as its kill chain phase is ""Command and Scripting Interpreter.""\']']",Execution,1,0.967750344120328,0.9999999999,0,0,1,0.821183501421454,0.205295875355363,,,,,,,,,
What phase in the kill chain does the technique 'Manipulation of View' belong to?,<b>The technique 'Manipulation of View' belongs to the Delivery phase in the kill chain.</b>,"['[""The technique \'Manipulation of View\' belongs to the Delivery phase in the kill chain.""]']",Impact,1,0.992468302845706,0.9999999999,1,0,1,0.781830074661053,0.195457518665263,,,,,,,,,
Which technique is associated with 'collection' and involves serial connection enumeration?,"<b>The technique associated with 'collection' that involves serial connection enumeration is known as ""Network Sniffing.""</b>","['[\'The technique associated with \\\'collection\\\' that involves serial connection enumeration is known as ""Network Sniffing.""\']']",Serial Connection Enumeration,0.5,0.992210730065447,0.9999999999,0,0,1,0.855484802815977,0.963871200703994,,,,,,,,,
In which kill chain phase is the 'Loss of Productivity and Revenue' technique used?,<b>The 'Loss of Productivity and Revenue' technique is used in the 'Impact' phase of the kill chain.</b>,"['[""The \'Loss of Productivity and Revenue\' technique is used in the \'Impact\' phase of the kill chain.""]']",Impact,1,0.990211979450679,0.9999999999,1,0.99999999,1,0.804917612850715,0.201229403212678,,,,,,,,,
Which technique's kill chain phase is 'initial-access' and involves drive-by compromise?,"<b>The technique associated with the 'initial-access' kill chain phase that involves drive-by compromise is known as ""Drive-by Compromise.""</b>","['[\'The technique associated with the \\\'initial-access\\\' kill chain phase that involves drive-by compromise is known as ""Drive-by Compromise.""\']']",Drive-by Compromise,1,0.975801808577376,0.9999999999,1,0.99999999,1,0.851246416789967,0.212811604197491,,,,,,,,,
What is the kill chain phase for the 'Supply Chain Compromise' technique?,"<b>The kill chain phase for the 'Supply Chain Compromise' technique is ""Delivery.""</b>","['[\'The kill chain phase for the \\\'Supply Chain Compromise\\\' technique is ""Delivery.""\']']",Initial-access,1,0.999999999999999,0.9999999999,0.5,0,1,0.748714399445387,0.187178599861346,,,,,,,,,
Identify a technique with 'impact' as its kill chain phase.,"<b>The technique with 'impact' as its kill chain phase is ""Data Manipulation.""</b>","['[\'The technique with \\\'impact\\\' as its kill chain phase is ""Data Manipulation.""\']']",Loss of Safety,1,0.915321847058993,0.9999999999,0,0,1,0.737161697355332,0.184290424338833,,,,,,,,,
Which technique is used in the 'evasion' kill chain phase and involves rootkit?,"<b>The technique used in the 'evasion' kill chain phase that involves a rootkit is known as ""rootkit installation."" This technique allows attackers to hide their presence on a compromised system by modifying the operating system to conceal malicious activities.</b>","['[\'The technique used in the \\\'evasion\\\' kill chain phase that involves a rootkit is known as ""rootkit installation."" This technique allows attackers to hide their presence on a compromised system by modifying the operating system to conceal malicious activities.\']']",Rootkit,0.5,0.993444334003647,0.9999999999,1,0,0.333333333333333,0.870825618006282,0.217711069016502,,,,,,,,,
What kill chain phase is associated with the 'Data Destruction' technique?,<b>The 'Data Destruction' technique is associated with the 'Actions on Objectives' phase of the kill chain.</b>,"['[""The \'Data Destruction\' technique is associated with the \'Actions on Objectives\' phase of the kill chain.""]']",Inhibit-response-function,1,0.977778514905374,0,1,0,1,0.741373691220578,0.185343422805144,,,,,,,,,
Name a technique related to 'initial-access' in the kill chain.,<b>A technique related to 'initial-access' in the kill chain is phishing.</b>,"['[""A technique related to \'initial-access\' in the kill chain is phishing.""]']",Drive-by Compromise,1,0.934467578822576,0,0,0,1,0.745361194589274,0.186340298647318,,,,,,,,,
